label,epoch,node,alloc_m,requested_m,used_m,free_m,pods
periodic_fix200m,1784285370.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,431,15245,8
periodic_fix200m,1784285372.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,240,393,15760,7
periodic_fix200m,1784285372.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,527,15435,10
periodic_fix200m,1784285372.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,530,431,15470,7
periodic_fix200m,1784285374.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,240,525,15760,7
periodic_fix200m,1784285374.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,513,15435,10
periodic_fix200m,1784285374.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,530,308,15470,7
periodic_fix200m,1784285376.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,240,525,15760,7
periodic_fix200m,1784285376.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,513,15435,10
periodic_fix200m,1784285376.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,530,308,15470,7
periodic_fix200m,1784285378.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,525,15535,8
periodic_fix200m,1784285378.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,513,15435,10
periodic_fix200m,1784285378.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,530,308,15470,7
periodic_fix200m,1784285380.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,525,15535,8
periodic_fix200m,1784285380.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,513,15435,10
periodic_fix200m,1784285380.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,530,308,15470,7
periodic_fix200m,1784285382.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,525,15535,8
periodic_fix200m,1784285382.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,513,15435,10
